Class_81,Class_71,Class_82,Class_95,Class_41,Class_52,Class_31,Class_42,Class_21,Class_43,Class_11,Class_22,Class_sum,Class_12,Class_23,Class_24,Class_90,STATENS,GEOID,AWATER,LSAD,STUSPS,STATEFP,FUNCSTAT,INTPTLAT,DIVISION,REGION,NAME,INTPTLON,MTFCC,ALAND,system:index
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01802710,78,1550236201,00,VI,78,A,+18.3267480,0,9,United States Virgin Islands,-064.9712508,G4000,348021896,00000000000000000022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01779809,69,4644252461,00,MP,69,A,+14.9367835,0,9,Commonwealth of the Northern Mariana Islands,+145.6010210,G4000,472292529,00000000000000000023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01802705,66,934337453,00,GU,66,A,+13.4382886,0,9,Guam,+144.7729493,G4000,543555840,00000000000000000024
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01802701,60,1307243754,00,AS,60,A,-14.2671590,0,9,American Samoa,-170.6682674,G4000,197759063,00000000000000000029
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01779808,72,4922382562,00,PR,72,A,+18.2176480,0,9,Puerto Rico,-066.4107992,G4000,8868896030,00000000000000000031
0.020511154158595266,0.018071611572830094,0.004471661563456852,0.007628569643191902,0.214737236768106,0.0036693120039992502,0.0064237955383365615,0.025595200899831284,0.026317565456476913,0.09920139973754921,0.3292982565768918,0.03563581828407174,4000.75,0.0,0.08717365493969881,0.03526088858339061,0.0860038742735737,01219835,44,1323670487,00,RI,44,A,+41.5974187,1,1,Rhode Island,-071.5272723,G4000,2677779902,00000000000000000005
0.029784216809804955,0.005341617830886072,0.002905162848108505,0.004110588626875915,0.21760929255671263,0.013929502207469508,0.002969584369687031,0.17991650805620035,0.021739785781922413,0.3699996407261296,0.042980717730082905,0.021024541709012114,24215.510000000002,0.0,0.016984568980789583,0.004434761027126828,0.06626951073919153,01779794,33,1026675248,00,NH,33,A,+43.6726907,1,1,New Hampshire,-071.5843145,G4000,23189413166,00000000000000000007
0.12621634851102842,0.0019166034558291772,0.017520076551703925,0.004507812779203508,0.3834600294015724,0.005779123598636814,0.0012403913838374876,0.125696741372574,0.015595040522530433,0.21535989219155757,0.04050405907941196,0.008857815971534845,24903.429999999997,0.0,0.008011346228210332,0.001754376806729033,0.04358034214564018,01779802,50,1030416650,00,VT,50,A,+44.0685773,1,1,Vermont,-072.6691839,G4000,23874175944,00000000000000000009
0.03231782655268623,0.0038166822444877496,0.015312696318851763,0.005893570283367762,0.4450759923722073,0.0018992869490361483,0.0018031734180618219,0.009749255120134947,0.06557171532007895,0.09233376189753183,0.12808451304567064,0.056993930918051376,14358.02,0.0,0.05654122225766506,0.014750641105110592,0.0698557321970578,01779780,09,1815617571,00,CT,09,A,+41.5798637,1,1,Connecticut,-072.7466572,G4000,12542497068,0000000000000000000a
0.024485683007007798,0.013425615339793594,0.011627908245780782,0.008406507062319381,0.14016341978195923,0.01757708329445322,0.0011889400851247919,0.19677471353408668,0.009500279554803379,0.32105365804254005,0.12961367741656651,0.007045239421254435,91627.83000000003,0.0,0.004163254766592201,0.0013035340900248314,0.11367048635769281,01779787,23,11746549764,00,ME,23,A,+45.4092843,1,1,Maine,-068.6666160,G4000,79887426037,00000000000000000025
0.027129254438519306,0.0064675697677609376,0.010013262963403368,0.012468649098575833,0.1682837725356042,0.004528798924327933,0.005537881767541413,0.0642728694649995,0.03468017964455258,0.17080172327055532,0.2604641122504047,0.05411215893603593,27331.75,0.0,0.06809223705031693,0.023024870343099142,0.09012265954430287,00606926,25,7129925486,00,MA,25,A,+42.1565196,1,1,Massachusetts,-071.4895915,G4000,20205125364,00000000000000000033
0.03827094424444111,0.004534490947617422,0.08781614507183963,0.041137978397869264,0.18223970388587812,0.0026868762253063018,0.004177716279150061,0.034078177917241555,0.08893560305763859,0.038377179877731635,0.15328164084476803,0.08243619554261841,22591.29,0.0,0.055843203287638726,0.026936044820813684,0.15924809959944738,01779795,34,3544860246,00,NJ,34,A,+40.1072744,2,1,New Jersey,-074.6652012,G4000,19047825980,0000000000000000000e
0.13539816108875885,0.004626621539256069,0.09925903631124498,0.0013024293850202595,0.49742808971713764,0.004244989189039639,0.0018334617458003253,0.011098861390828581,0.042807043430801044,0.10739857022010092,0.02777666459026921,0.028923489923883123,119277.1,0.0,0.01622222538945028,0.007437555071342278,0.014242801007066737,01779798,42,3394589990,00,PA,42,A,+40.9024957,2,1,Pennsylvania,-077.8334514,G4000,115884442321,00000000000000000012
0.12426387307551671,0.0031317908730665984,0.07956024268388823,0.004531176986281047,0.34956397560703883,0.0036658947428919093,0.0014686794724191904,0.06910890721895244,0.02818279121011969,0.08674820775097537,0.13653637108625233,0.02015884670935817,141283.38,0.0,0.015035243352756708,0.007402639999127993,0.07064135923135474,01779796,36,19246994695,00,NY,36,A,+42.9133974,2,1,New York,-075.5962723,G4000,122049149763,00000000000000000026
0.06779310834500878,0.00256429487891052,0.6498254435414111,0.002808170568977719,0.12963772992934072,4.079484274251481E-4,8.215637311913876E-4,9.098336638455624E-4,0.01462614116722319,0.005895218123070554,0.043169197260298636,0.03404879313867947,149994.44999999998,0.0,0.019395517634152464,0.00738253982064003,0.02071449976982482,01779784,17,6214824948,00,IL,17,A,+40.1028754,3,2,Illinois,-089.1526108,G4000,143780567633,00000000000000000002
0.0677617136538019,0.004915620757612547,0.2583292348211949,0.02534109613049167,0.2152965963986266,0.003957326427200373,7.926442892914676E-4,0.01400515094992635,0.014831868450523073,0.05155689521833176,0.17170587650300145,0.01409534474455791,169634.73,0.0,0.008071401416443438,0.002681762160378361,0.1466574680786181,01779806,55,29344951758,00,WI,55,A,+44.6309071,3,2,Wisconsin,-089.7093916,G4000,140290039723,0000000000000000000f
0.12621128836051643,0.002734623869232987,0.36754113395770904,0.0024862958611941216,0.28827952117672667,0.002498445149581866,0.0013891548041646727,0.002829405551690569,0.03194857869697244,0.011166402340659498,0.08825286167440631,0.03675306218074729,116056.18000000001,0.0,0.020504638357043976,0.00793348531719724,0.009471102702156835,01085497,39,10268850702,00,OH,39,A,+40.4149297,3,2,Ohio,-082.7119975,G4000,105828882568,00000000000000000018
0.017213594442989078,0.012785890888827962,0.15229187251896698,0.004071987585037538,0.1355544559464199,0.005216754960808358,0.001717011316670941,0.029078951975868652,0.016197274510553156,0.0404342729401564,0.41342249031283884,0.014674990635953794,250452.62999999998,0.0,0.010596494834172835,0.004103410692872341,0.14264054643786334,01779789,26,103885855702,00,MI,26,A,+44.8441768,3,2,Michigan,-085.6604907,G4000,146600952990,0000000000000000002a
0.07179145160293444,0.0036687389327453345,0.5854922927964503,0.0015894758948925272,0.21405277763907543,9.746976173975785E-4,0.0010901474439525016,0.0014956530330916945,0.023276974947387636,0.009063606493559776,0.017472891288775213,0.026232766144979748,94326.69,0.0,0.016608766829409576,0.0067283183582504584,0.020461440977097786,00448508,18,1538002829,00,IN,18,A,+39.9013136,3,2,Indiana,-086.2919129,G4000,92789302676,00000000000000000030
0.05715649271106806,0.007151301018593187,0.40472733577530895,0.07291889741419962,0.11602198044459541,0.005640025541883458,0.001402067848003943,0.018623564634706036,0.013056595843217462,0.04287827253161226,0.08639558067503728,0.007807923544178816,225167.41999999998,0.0,0.007079088084768214,0.002249837032373511,0.15689103690045392,00662849,27,18945217189,00,MN,27,A,+46.3159573,4,2,Minnesota,-094.1996043,G4000,206228939448,00000000000000000003
0.008349287226382746,0.5266569286020356,0.4009864258128,0.01723404820351976,0.009470402633131144,8.057315009718097E-4,3.160328438543168E-4,0.003686118036445161,0.008418923273954501,8.417725234426385E-4,0.008726919269307704,0.004850163192951055,200327.28,0.0,0.0027217461346252993,0.001013691195727312,0.005921809550850987,01779792,31,1371829134,00,NE,31,A,+41.5433053,4,2,Nebraska,-099.8118646,G4000,198956658395,00000000000000000011
0.061979539600879076,0.2267756403930381,0.5493013305796629,0.02943629727735167,0.010380440478409463,0.0616703196527081,5.6060451571443E-4,6.493509685187114E-4,0.013464011074246593,3.448277556961433E-4,0.03686576801371403,0.0026187576359495987,183105.91,0.0,0.0019047992497893704,3.7126054533138773E-4,0.0036770522589904386,01779797,38,4403267548,00,ND,38,A,+47.4421740,4,2,North Dakota,-100.4608258,G4000,178707534813,00000000000000000020
0.3161551171293627,0.0023480708121260863,0.2329140349740251,0.0028964266585133347,0.35185546447678817,0.0033023207637987656,0.0010237637483611639,0.0072308749820676555,0.014350638668392602,0.01239710711826817,0.013525889319634407,0.015133292012781675,180539.7,0.0,0.007885800186884104,0.0027110934603303315,0.016270105688665704,01779791,29,2489425460,00,MO,29,A,+38.3507500,4,2,Missouri,-092.4567826,G4000,178050802184,0000000000000000002d
0.0894046903028991,0.349187213663916,0.47284324748133116,0.001539420497460179,0.03765430514275315,0.009185936327353298,3.998129138351082E-4,1.3791668471377735E-4,0.015337142474223447,0.001390804593925462,0.006652098522724131,0.008341214230880788,213099.67,0.0,0.003479357804730528,0.001238340725727074,0.0032084986335267434,00481813,20,1344141205,00,KS,20,A,+38.4985464,4,2,Kansas,-098.3834298,G4000,211755344060,0000000000000000002f
0.07745262860439321,0.4746612888512335,0.34033504768807443,0.017019746438652582,0.0031612806901825763,0.014846403514999662,0.006550970669383413,0.026869183561460577,0.010777894346734913,6.20790612568479E-4,0.02215374839069584,0.0020243912281620543,199729.18,0.0,0.0014547198361301039,4.017440015525022E-4,0.0016701615657762176,01785534,46,3382720225,00,SD,46,A,+44.4467957,4,2,South Dakota,-100.2381762,G4000,196346981786,00000000000000000032
0.12229809529488071,0.012532859647135436,0.7361413818544694,0.006575737451342199,0.06588403420305634,3.4107546975752903E-4,6.368663267530445E-4,5.102066371186855E-4,0.01002155341728323,0.0034036189404127912,0.008947278899078918,0.012402014561473072,145744.87,0.0,0.006418201889370103,0.001743937882684996,0.012143137525183562,01779785,19,1084180812,00,IA,19,A,+42.0700243,4,2,Iowa,-093.4933473,G4000,144661267977,00000000000000000036
0.08656932182677018,0.009425557299022497,0.004921845955957868,0.0011058895630636709,0.7716213759210234,0.0098001893397664,0.0018809683576950392,0.01094671317351901,0.016067268680649845,0.059123979302974056,0.007520208378914095,0.01082353556080313,62754.91000000001,0.0,0.007008535268395731,0.0019534726446105966,0.0012311387268342825,01779805,54,489028543,00,WV,54,A,+38.6472854,5,3,West Virginia,-080.6183274,G4000,62266474513,00000000000000000000
0.10475336590747548,0.02286810376947418,0.05808906401463926,0.08564614622710096,7.339500677594132E-4,0.03080773489180278,0.003329792052184479,0.16488852960632747,0.047104860080589284,0.0034572617106722148,0.16952329816687695,0.03825259794394028,170079.69,0.0,0.026894451653810044,0.006988371157073486,0.23666247275027372,00294478,12,31361101223,00,FL,12,A,+28.4574302,5,3,Florida,-082.4091477,G4000,138949136250,00000000000000000001
0.08373919365762321,0.0030066033225767896,0.1778991001354528,0.025058451356519663,0.2018943468387714,0.0017354886259511573,0.0016856898131548544,0.016080659137086173,0.05666140044221346,0.049964393848850645,0.21949542597904464,0.04166013057248715,32129.28,0.0,0.024260425381458908,0.008627333074379507,0.0882313578144297,01714934,24,6979966958,00,MD,24,A,+38.9466584,5,3,Maryland,-076.6744939,G4000,25151100280,00000000000000000004
0.07669817488063171,0.017790451340959662,0.14346018503159907,0.012208021938854282,0.18846535636576311,0.019957777003576312,0.0018917555388088252,0.13002626704861456,0.05105709589122864,0.08346036869718539,0.09701546292050091,0.024583280003351898,139383.76,0.0,0.011879002259660666,0.003681849305830177,0.13782495177343473,01027616,37,13466071395,00,NC,37,A,+35.5397100,5,3,North Carolina,-079.1308636,G4000,125923656064,00000000000000000008
0.008016109789831161,0.0014753861834970843,0.34386582208176836,0.051799862545514344,0.03224905635789053,0.0015002086639765305,0.0021952381174010246,0.024229843757999435,0.05204188173018895,0.024291899959198053,0.21940590495782508,0.04305614379662941,6445.7699999999995,0.0,0.030596810000977387,0.011095648774312456,0.15418018328299024,01779781,10,1399985648,00,DE,10,A,+38.9985661,5,3,Delaware,-075.4416440,G4000,5045925646,0000000000000000000b
0.07395834551623671,0.04094910990083441,0.13285803766238996,0.015229668845944424,0.1337263700405837,0.03709391946418616,0.0018805204796230382,0.24520597878420472,0.03829479637332834,0.04600771129053008,0.026167771899662254,0.02570371698758058,153904.2,0.0,0.01139137203533107,0.0052080450046197565,0.16632463571494474,01705317,13,4422936154,00,GA,13,A,+32.6295789,5,3,Georgia,-083.4235109,G4000,149482048342,00000000000000000015
0.06900107334172081,0.03729775034860388,0.09921083632485576,0.031310484024166654,0.08045395154149795,0.03637831176699258,0.0017303247923121767,0.2539574274487214,0.040054739342237765,0.042078517377244454,0.061108109839078356,0.0264501119235251,82909.29,0.0,0.011795180009381337,0.003985922446085355,0.2051872594735765,01779799,45,5075218778,00,SC,45,A,+33.8741776,5,3,South Carolina,-080.8542639,G4000,77864918488,0000000000000000001b
0.1528900830406025,0.023488514082673762,0.0577482236662287,0.00797883383538976,0.3183003449223338,0.020081354443894424,0.0013780826102168212,0.08573132525204821,0.031637859351265826,0.13584579989449774,0.0769006563742391,0.02399210502276675,110784.36,0.0,0.012481364698049436,0.003911382437015477,0.04763407036877768,01779803,51,8528531774,00,VA,51,A,+37.5222512,5,3,Virginia,-078.6681938,G4000,102257717110,00000000000000000034
0.0,8.473618800135576E-4,3.9543554400632694E-4,0.0011863066320189806,0.08552705908936842,0.0,0.0011863066320189806,0.0,0.10784092192972543,0.0015817421760253077,0.10253078748164046,0.19833917071517337,177.02000000000004,0.0,0.35397130267766347,0.1355214100101683,0.011072195232177152,01702382,11,18687198,00,DC,11,A,+38.9041031,5,3,District of Columbia,-077.0172290,G4000,158340391,00000000000000000035
0.14281114971768621,0.03004575754430854,0.04790970966943833,0.0037346723864272236,0.17943029599768248,0.047387117752001814,0.002164465974036573,0.25119339885754555,0.02836123645174009,0.08938929223524164,0.0345289995793485,0.016029540327560175,135765.59,0.0,0.007977941980733117,0.0022715623303371643,0.1167648591959126,01779775,01,4593327154,00,AL,01,A,+32.7396323,6,3,Alabama,-086.8434593,G4000,131174048583,00000000000000000016
0.2215474032059909,0.00839087546804041,0.11306619490819672,7.855108339845663E-4,0.4156138372305017,0.008357069368467246,0.0010904070382650231,0.035641065341052235,0.033388882832089954,0.069118448693976,0.023223599405965446,0.021835533783653785,109151.90000000001,0.0,0.012649436244353052,0.004799733215821254,0.03049200242964163,01325873,47,2350123465,00,TN,47,A,+35.8608030,6,3,Tennessee,-086.3499896,G4000,106802728188,0000000000000000001d
0.23961172740998438,0.0053567789038024335,0.13121303843100204,0.001373760908652496,0.4761606091521697,0.005234662576247458,0.0015649618252702637,0.006114702777171814,0.02165596428852285,0.05810424816713234,0.01815233409880587,0.012421657550463044,104654.31,0.0,0.008275244469147998,0.0034372210757492934,0.011323088365878099,01779786,21,2375337755,00,KY,21,A,+37.5336844,6,3,Kentucky,-085.2929801,G4000,102279490672,00000000000000000021
0.1300095975724097,0.01848419581407448,0.14077994087436208,0.007048503734555016,0.09376148226888557,0.038665325977453244,0.0015094313149359802,0.2145967445104541,0.019619179105018997,0.11337284874747257,0.034835146008820136,0.010951628123446196,125437.96999999999,0.0,0.005680975226241306,0.0015963268538226505,0.1690886738680481,01779790,28,3926919758,00,MS,28,A,+32.6864714,6,3,Mississippi,-089.6561377,G4000,121533519481,0000000000000000002c
0.06284705142044347,0.020398586424202052,0.15003727306557707,0.09689187027066325,0.005282436579923613,0.03171003819371924,0.001469693958634942,0.19430008124991996,0.012304059427150823,0.011386012797979688,0.17364213268675047,0.021091162290979595,134252.43999999997,0.0,0.008710381725650576,0.003397331176997603,0.20653188873140782,01629543,22,23753621895,00,LA,22,A,+30.8634368,7,3,Louisiana,-091.7987173,G4000,111897594374,00000000000000000014
0.10765527207403386,0.14299656953919423,0.1278245343653682,0.009830088411904662,0.022016408056961898,0.4214930484126362,0.002466465030020917,0.056685778267284014,0.01226131370850647,0.017724306294848703,0.024287307663087784,0.011068770073780008,695521.7200000001,0.0,0.011523277806478853,0.004467063947334383,0.027699796348559753,01779801,48,19006305260,00,TX,48,A,+31.4347032,7,3,Texas,-099.2818238,G4000,676653171537,00000000000000000019
0.12848781583390048,0.35404589370980005,0.17866081637119396,0.0019087257351411186,0.1728450994633639,0.053241765316384755,0.0015000247739398703,0.031054920759020496,0.01739821045431539,0.02013212657456064,0.017887005535497966,0.007272269907683518,181037.00999999998,0.0,0.006425481728846495,0.0023684107465097885,0.0067714330898416865,01102857,40,3374587997,00,OK,40,A,+35.5900512,7,3,Oklahoma,-097.4868149,G4000,177662925723,0000000000000000001c
0.148636760028075,0.020210980717713146,0.214727439494952,0.002431913147846742,0.20191442642535193,0.023079178866467816,0.0011919605358471403,0.17524397363644964,0.013434659296555235,0.05580461982906253,0.022238119547027407,0.011560354537287773,137731.07,0.0,0.005302289454369301,0.0019025482049910742,0.1023207762780032,00068085,05,2962859592,00,AR,05,A,+34.8955256,7,3,Arkansas,-092.4446262,G4000,134768872727,0000000000000000002b
0.008732083236462653,0.1597535499022915,0.1062674898549139,0.006782164238215751,0.0035613604450494677,0.3936347462222283,0.002751065700682721,0.2949421122995146,0.0030054551899336792,5.913423670401408E-4,0.00989785795364031,0.00290450331306965,216439.76,1.8125135603550842E-4,0.0018454095495208458,2.951860600843394E-4,0.004854422311316553,01779783,16,2391722557,00,ID,16,A,+44.3484222,8,4,Idaho,-114.5588538,G4000,214049787659,00000000000000000006
0.0017431492519668496,0.17429914333716717,0.019126375319991486,0.0018936008624198769,0.0020217927474766246,0.6326583894571081,0.00411877954593526,0.15319838435674138,0.003573051099914634,5.623359158954538E-4,0.0013257714622254837,0.0019609833692542634,314918.5300000001,0.0,0.0017152372710491181,2.7340404516685624E-4,0.0015296019576872782,00897535,35,728776523,00,NM,35,A,+34.4346843,8,4,New Mexico,-106.1316181,G4000,314196306401,0000000000000000000c
0.009765667103047045,0.04689372999348477,0.02293402785515422,0.005619356187804314,0.04607666511645972,0.5767759018343348,0.07599772098657924,0.1730956444338854,0.0036366800006294216,0.003736868908794076,0.02369147055396599,0.003331338044470778,219884.61999999997,0.0,0.004012104166266837,0.001403008541479618,0.0030298162736438782,01455989,49,6998824394,00,UT,49,A,+39.3349925,8,4,Utah,-111.6563326,G4000,212886221680,00000000000000000017
0.011000872909703212,0.29509715098504075,0.12859420588844245,0.009267775863612734,0.06510513973713897,0.23964093864165095,0.006788918534832152,0.20945370778170028,0.007765869697956327,0.004913019484943957,0.0037388902822902584,0.005320283381489135,269604.06000000006,5.845980212612525E-4,0.0050092717446465745,0.0012969018344901775,0.0064224552108006075,01779779,08,1181621593,00,CO,08,A,+38.9938482,8,4,Colorado,-105.5083165,G4000,268422891711,0000000000000000001a
0.014766844767670975,0.2349328606991402,0.018447710263312978,0.010898513533672324,0.0025269386765976796,0.580773594402697,0.010092241117177376,0.11163069573236951,0.0015935969377674933,3.16311425868985E-4,0.0067211342336399435,0.0010377130616802542,253326.29,1.480699062067344E-4,9.347628309718664E-4,1.7495223255351822E-4,0.005004060178673126,01779807,56,1867670745,00,WY,56,A,+42.9896591,8,4,Wyoming,-107.5443922,G4000,251458544898,0000000000000000001e
0.003704532191637127,0.110871209147798,0.005721808485229081,0.004437833250412115,0.0020192317630820206,0.728295860019672,0.03259491779066587,0.0957478525453089,0.0012652585982691857,2.628011318257408E-4,0.005098991452642858,0.0019024622992466133,286376.24000000005,0.0,0.003075499559600335,0.0010223613523244802,0.003979380412285599,01779793,32,2047206072,00,NV,32,A,+39.3310928,8,4,Nevada,-116.6151469,G4000,284329506470,00000000000000000027
0.019265806021070513,0.35424607267742964,0.15009047332164166,0.008256653968882343,0.0014085998615059297,0.23971584636375073,0.004130348910681985,0.20317233925075864,0.001806551707993307,4.494190598899016E-4,0.010067039459098492,0.001392634521838208,380824.9700000001,7.54677404688038E-5,9.894046600988373E-4,1.755137012155479E-4,0.004757828773675213,00767982,30,3869208832,00,MT,30,A,+47.0511771,8,4,Montana,-109.6348174,G4000,376962738765,0000000000000000002e
2.8121523869540645E-4,0.07649742118309505,0.018266423561027006,9.497704261359313E-4,1.9954697315762942E-4,0.7279893269637279,0.022316403997565053,0.1303698197177272,0.004840445241427955,1.701450426363559E-4,0.0019011667654804123,0.005034674123465954,295218.7100000001,0.0,0.006555817549639722,0.0015143010414211209,0.0031135221747971183,01779777,04,1027337603,00,AZ,04,A,+34.2039355,8,4,Arizona,-111.6063565,G4000,294198551143,00000000000000000037
0.006337709990165403,0.13427853481675775,0.09813212010400403,0.007439148075893423,0.0017215263309969483,0.40250195757742413,0.0440536073306344,0.19357333795590229,0.013160497191638384,0.014247403249248253,0.04582061702236479,0.00968340278195862,423891.27999999997,1.259992892517157E-4,0.021076206144179238,0.0054972586366957114,0.002350673502884985,01779778,06,20463871877,00,CA,06,A,+37.1551773,9,4,California,-119.5434183,G4000,403503931312,0000000000000000000d
0.0346713996363537,0.15481996965113878,0.049880681502422475,0.013113574631793209,0.0012237583293746269,0.32023786461569564,0.0051450754686946125,0.35711038872351103,0.0055884872131952545,0.019920286358114676,0.023737481408732216,0.004453937141498974,254797.04000000004,1.1499348658053483E-4,0.003850044725794302,0.0013202272679462836,0.004811829839153546,01155107,41,6192386935,00,OR,41,A,+43.9717125,9,4,Oregon,-120.6229578,G4000,248606993270,00000000000000000010
0.022237014223825548,0.13091127214427084,0.14405613364228648,0.007380963289660282,0.006845407625069225,0.15788645656680927,0.011887721884085801,0.3850193019915478,0.009985196806010786,0.016970870299346855,0.06792870204680937,0.013646948318363878,184649.34000000003,0.0016896892239094922,0.010418017199519911,0.0029964363804387273,0.010139868358045577,01779804,53,12559278850,00,WA,53,A,+47.4073238,9,4,Washington,-120.5757999,G4000,172112588220,00000000000000000013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01779782,15,11777809026,00,HI,15,A,+19.5977643,9,4,Hawaii,-155.5024434,G4000,16633990195,0000000000000000001f
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01785533,02,245481577452,00,AK,02,A,+63.3473560,9,4,Alaska,-152.8397334,G4000,1478839695958,00000000000000000028
